期別,發票號碼,月份,類別,買受人統編,銷售額未稅,稅額,含稅金額,備註
11504,DQ57468123,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468124,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468125,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468126,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468127,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468128,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468129,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468130,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468131,7月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468132,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468133,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468134,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468135,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468136,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468137,7月,B2C,,257,13,270,B2C含稅換算
11504,DQ57468138,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468139,7月,B2C,,514,26,540,B2C含稅換算
11504,DQ57468140,7月,B2C,,390,20,410,B2C含稅換算
11504,DQ57468141,7月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468142,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468143,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468144,7月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468145,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468146,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468147,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468148,7月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468149,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468150,7月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468151,7月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468152,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468153,7月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468154,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468155,7月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468156,7月,B2C,,457,23,480,B2C含稅換算
11504,DQ57468157,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468158,7月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468159,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468160,7月,B2C,,305,15,320,B2C含稅換算
11504,DQ57468161,7月,B2C,,76,4,80,B2C含稅換算
11504,DQ57468162,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468163,7月,B2C,,505,25,530,B2C含稅換算
11504,DQ57468164,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468165,7月,B2C,,219,11,230,B2C含稅換算
11504,DQ57468166,7月,作廢,,0,0,0,
11504,DQ57468167,7月,B2C,,381,19,400,B2C含稅換算
11504,DQ57468168,7月,B2C,,257,13,270,B2C含稅換算
11504,DQ57468169,7月,B2C,,467,23,490,B2C含稅換算
11504,DQ57468170,7月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468171,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468172,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468173,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468174,7月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468175,7月,B2C,,343,17,360,B2C含稅換算
11504,DQ57468176,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468177,7月,B2C,,305,15,320,B2C含稅換算
11504,DQ57468178,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468179,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468180,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468181,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468182,7月,B2C,,933,47,980,B2C含稅換算
11504,DQ57468183,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468184,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468185,7月,B2C,,429,21,450,B2C含稅換算
11504,DQ57468186,7月,B2C,,205,10,215,B2C含稅換算
11504,DQ57468187,7月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468188,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468189,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468190,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468191,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468192,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468193,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468194,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468195,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468196,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468197,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468198,7月,B2C,,390,20,410,B2C含稅換算
11504,DQ57468199,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468200,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468201,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468202,7月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468203,7月,B2C,,276,14,290,B2C含稅換算
11504,DQ57468204,7月,B2C,,457,23,480,B2C含稅換算
11504,DQ57468205,7月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468206,7月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468207,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468208,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468209,7月,B2C,,576,29,605,B2C含稅換算
11504,DQ57468210,7月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468211,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468212,7月,B2C,,324,16,340,B2C含稅換算
11504,DQ57468213,7月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468214,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468215,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468216,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468217,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468218,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468219,7月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468220,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468221,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468222,7月,B2C,,276,14,290,B2C含稅換算
11504,DQ57468223,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468224,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468225,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468226,7月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468227,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468228,7月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468229,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468230,7月,B2C,,257,13,270,B2C含稅換算
11504,DQ57468231,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468232,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468233,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468234,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468235,7月,B2C,,57,3,60,B2C含稅換算
11504,DQ57468236,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468237,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468238,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468239,7月,B2C,,495,25,520,B2C含稅換算
11504,DQ57468240,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468241,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468242,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468243,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468244,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468245,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468246,7月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468247,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468248,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468249,7月,B2C,,76,4,80,B2C含稅換算
11504,DQ57468250,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468251,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468252,7月,作廢,,0,0,0,
11504,DQ57468253,7月,B2C,,1143,57,1200,B2C含稅換算
11504,DQ57468254,7月,B2C,,76,4,80,B2C含稅換算
11504,DQ57468255,7月,B2C,,76,4,80,B2C含稅換算
11504,DQ57468256,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468257,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468258,7月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468259,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468260,7月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468261,7月,B2C,,1905,95,2000,B2C含稅換算
11504,DQ57468262,7月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468263,7月,B2C,,305,15,320,B2C含稅換算
11504,DQ57468264,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468265,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468266,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468267,7月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468268,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468269,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468270,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468271,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468272,7月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468273,7月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468274,7月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468275,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468276,7月,B2C,,214,11,225,B2C含稅換算
11504,DQ57468277,7月,B2C,,129,6,135,B2C含稅換算
11504,DQ57468278,7月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468279,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468280,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468281,7月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468282,7月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468283,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468284,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468285,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468286,7月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468287,7月,B2C,,514,26,540,B2C含稅換算
11504,DQ57468288,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468289,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468290,7月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468291,7月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468292,7月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468293,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468294,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468295,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468296,7月,作廢,,0,0,0,
11504,DQ57468297,7月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468298,7月,B2C,,371,19,390,B2C含稅換算
11504,DQ57468299,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468300,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468301,7月,B2C,,438,22,460,B2C含稅換算
11504,DQ57468302,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468303,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468304,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468305,7月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468306,7月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468307,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468308,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468309,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468310,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468311,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468312,7月,B2C,,195,10,205,B2C含稅換算
11504,DQ57468313,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468314,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468315,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468316,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468317,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468318,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468319,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468320,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468321,7月,B2B,24962879,114,6,120,
11504,DQ57468322,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468323,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468324,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468325,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468326,7月,B2C,,438,22,460,B2C含稅換算
11504,DQ57468327,8月,B2C,,581,29,610,B2C含稅換算
11504,DQ57468328,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468329,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468330,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468331,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468332,8月,B2C,,381,19,400,B2C含稅換算
11504,DQ57468333,8月,B2C,,467,23,490,B2C含稅換算
11504,DQ57468334,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468335,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468336,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468337,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468338,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468339,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468340,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468341,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468342,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468343,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468344,8月,B2B,23641301,124,6,130,
11504,DQ57468345,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468346,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468347,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468348,8月,B2C,,195,10,205,B2C含稅換算
11504,DQ57468349,8月,B2B,29074233,95,5,100,
11504,DQ57468350,8月,B2C,,333,17,350,B2C含稅換算
11504,DQ57468351,8月,B2C,,195,10,205,B2C含稅換算
11504,DQ57468352,8月,B2C,,390,20,410,B2C含稅換算
11504,DQ57468353,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468354,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468355,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468356,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468357,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468358,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468359,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468360,8月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468361,8月,B2C,,276,14,290,B2C含稅換算
11504,DQ57468362,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468363,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468364,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468365,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468366,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468367,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468368,8月,B2C,,333,17,350,B2C含稅換算
11504,DQ57468369,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468370,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468371,8月,B2C,,305,15,320,B2C含稅換算
11504,DQ57468372,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468373,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468374,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468375,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468376,8月,B2C,,857,43,900,B2C含稅換算
11504,DQ57468377,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468378,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468379,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468380,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468381,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468382,8月,B2C,,257,13,270,B2C含稅換算
11504,DQ57468383,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468384,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468385,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468386,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468387,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468388,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468389,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468390,8月,B2C,,219,11,230,B2C含稅換算
11504,DQ57468391,8月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468392,8月,B2C,,714,36,750,B2C含稅換算
11504,DQ57468393,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468394,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468395,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468396,8月,B2C,,305,15,320,B2C含稅換算
11504,DQ57468397,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468398,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468399,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468400,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468401,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468402,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468403,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468404,8月,B2C,,590,30,620,B2C含稅換算
11504,DQ57468405,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468406,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468407,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468408,8月,作廢,,0,0,0,
11504,DQ57468409,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468410,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468411,8月,B2C,,714,36,750,B2C含稅換算
11504,DQ57468412,8月,B2C,,219,11,230,B2C含稅換算
11504,DQ57468413,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468414,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468415,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468416,8月,B2C,,714,36,750,B2C含稅換算
11504,DQ57468417,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468418,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468419,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468420,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468421,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468422,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468423,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468424,8月,B2C,,1429,71,1500,B2C含稅換算
11504,DQ57468425,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468426,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468427,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468428,8月,B2C,,205,10,215,B2C含稅換算
11504,DQ57468429,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468430,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468431,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468432,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468433,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468434,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468435,8月,B2C,,410,20,430,B2C含稅換算
11504,DQ57468436,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468437,8月,B2C,,590,30,620,B2C含稅換算
11504,DQ57468438,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468439,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468440,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468441,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468442,8月,B2C,,457,23,480,B2C含稅換算
11504,DQ57468443,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468444,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468445,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468446,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468447,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468448,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468449,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468450,8月,B2C,,629,31,660,B2C含稅換算
11504,DQ57468451,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468452,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468453,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468454,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468455,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468456,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468457,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468458,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468459,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468460,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468461,8月,B2C,,371,19,390,B2C含稅換算
11504,DQ57468462,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468463,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468464,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468465,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468466,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468467,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468468,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468469,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468470,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468471,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468472,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468473,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468474,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468475,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468476,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468477,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468478,8月,B2C,,343,17,360,B2C含稅換算
11504,DQ57468479,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468480,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468481,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468482,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468483,8月,B2C,,381,19,400,B2C含稅換算
11504,DQ57468484,8月,B2C,,19,1,20,B2C含稅換算
11504,DQ57468485,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468486,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468487,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468488,8月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468489,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468490,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468491,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468492,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468493,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468494,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468495,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468496,8月,B2C,,319,16,335,B2C含稅換算
11504,DQ57468497,8月,B2C,,686,34,720,B2C含稅換算
11504,DQ57468498,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468499,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468500,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468501,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468502,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468503,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468504,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468505,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468506,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468507,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468508,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468509,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468510,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468511,8月,B2C,,114,6,120,B2C含稅換算
11504,DQ57468512,8月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468513,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468514,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468515,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468516,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468517,8月,B2C,,276,14,290,B2C含稅換算
11504,DQ57468518,8月,B2C,,305,15,320,B2C含稅換算
11504,DQ57468519,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468520,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468521,8月,B2C,,324,16,340,B2C含稅換算
11504,DQ57468522,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468523,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468524,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468525,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468526,8月,B2C,,390,20,410,B2C含稅換算
11504,DQ57468527,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468528,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468529,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468530,8月,B2B,70526443,143,7,150,
11504,DQ57468531,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468532,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468533,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468534,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468535,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468536,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468537,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468538,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468539,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468540,8月,B2C,,410,20,430,B2C含稅換算
11504,DQ57468541,8月,B2C,,619,31,650,B2C含稅換算
11504,DQ57468542,8月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468543,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468544,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468545,8月,B2C,,305,15,320,B2C含稅換算
11504,DQ57468546,8月,B2C,,48,2,50,B2C含稅換算
